name,sku,brand,confidence,source
"WERHE SDS Plus zestaw dłut 600 mm, 3-częściowy dłuto, 25, 50 mm, ostrze ze stali hartowanej, metalowy uchwyt, narzędzie do rozbiórki",3Zest600pn3,WERHE,0.50,rule_new
"WERHE zestaw dłut SDS Plus, 600 mm, 3-częściowy",3Zest600pn3,WERHE,0.50,rule_new
"WERHE® SDS Plus Meißelsatz 600 mm Extra Lang und Hart 3-teilig SpitzMeißel, 25, 50 mm,Meißelspitze",3Zest600pn3,WERHE,0.50,rule_new
"WERHE® SDS Plus dłuto zestaw 600 mm, 3-częściowy dłuto spiczaste, 25, 50 mm, końcówka dłuto",3Zest600pn3,WERHE,0.50,rule_new
"Zestaw Dłut , Szpic , 25 , 50 x 600mm SDS PLUS",3Zest600pn3,,0.80,review
WERHE zestaw dłut SDS Max 3-częściowy,3Zestmn3,WERHE,0.50,rule_new
Adapter MUFA 1.1/4 do 1/2,4A1.1/4-1/2,,1.00,apilo
"Adapter WERHE® 1 1/4"" UNC na gniazdo R 1/2"". Wiertło koronowe do otwornicy do betonu, wiertło koronowe do wiertarki puszkowej.",4A1.1/4-1/2,WERHE,0.90,agent
"Adapter WERHE® 1 1/4"" UNC na gniazdo R 1/2""BSPP. Wiertło koronowe do otwornicy do betonu, wiertło koronowe do wiertarki puszkowej.",4A1.1/4-1/2,WERHE,0.90,agent
"WERHE adapter gwintowany 1 1/4 UNC na R 1/2 GSPP mufa, do wiertnicy",4A1.1/4-1/2,WERHE,0.90,agent
"WERHE® Adapter 1 1/4"" UNC auf R 1/2"" Muffe. Für Kernbohrgerät zu betonlochsägen, Kernbohrmaschine zu Dosenbohrer.",4A1.1/4-1/2,WERHE,0.90,agent
"WERHE® Adapter 1 1/4"" UNC to R 1/2"" Sleeve. for core Drill for Concrete Hole saws, core Drill for can Drill.",4A1.1/4-1/2,WERHE,0.90,agent
"WERHE® Adapter redukcyjny 1/2"" BSPP do 1/2"" BSPP do wiertła rdzeniowego do otwornic do betonu. - Z otworem na płyn do wiercenia na mokro.",4A1.1/4-1/2,WERHE,0.50,agent
"WERHE® Adapter redukcyjny 1/2"" UNC do 1/2"" UNC do wiertła rdzeniowego do otwornic do betonu. - Z otworem na płyn do wiercenia na mokro.",4A1.1/4-1/2,WERHE,0.50,agent
WERHE® Adapter reduktion 1/2” UNC auf 1/2” UNC für Kernbohrgerät zu betonlochsägen. – mit Flüssigkeitsloch zum Nassbohren.,4A1.1/4-1/2,WERHE,0.50,agent
Adapter Mufa 1.1/4 do M18,4A1.1/4-M18,,1.00,apilo
"Adapter WERHE® 1 1/4” UNC do gniazda M18. Do połączenia wiertła koronowego z otwornicą do betonu, wiertła koronowego z wiertłem puszkowym.",4A1.1/4-M18,WERHE,0.55,agent
"Adapter Mufa 1.1/4"" do 20mm",4A1.1/4-WG,,1.00,apilo
WERHE adapter stalowy 1 1/4 UNC na 20 mm chwyt do wiertła koronowego,4A1.1/4-WG,WERHE,0.85,agent
"WERHE® Adapter 1 1/4” UNC do wiertła ziemnego do wiertarki. Do połączenia wiertła rdzeniowego z wiertłem do studni, wiertła rdzeniowego z wiertłem do pali.",4A1.1/4-WG,WERHE,0.85,agent
"WERHE® Adapter 1 1/4” UNC ziemnego do wiertarki. Do połączenia wiertła rdzeniowego, wiertła rdzeniowego z wiertłem do pali.",4A1.1/4-WG,WERHE,0.85,agent
"WERHE® adapter 1 1/4” UNC na trzpień 20 mm – Solidny adapter przejściowy wykonany z wysokiej jakości stali do wierteł rdzeniowych i wierteł ziemnych, kompatybilny z wiertłami diamentowymi.",4A1.1/4-WG,WERHE,0.90,agent
Adapter gwint 1/2-20unf zewnętrzny na m14 zewnętrzny (7),4A1/2-20UNF-M14,,1.00,apilo
Adapter gwintowy WERHE® 1/2-20UNF i gwint zewnętrzny M14 - do mieszadeł i uchwytów wiertarskich,4A1/2-20UNF-M14,WERHE,0.80,agent
"UNF WERHE adapter M14 na 1/2 20, stal, do uchwytu wiertarskiego i mieszadeł",4A1/2-20UNF-M14,WERHE,0.55,agent
WERHE® Gewinde Adapter 1/2-20UNF und M14 Außgewinde - Für Rührgeräte und Bohrfutter,4A1/2-20UNF-M14,WERHE,0.80,agent
"WERHE® M14 na 1/2""-20 UNF – Wysokiej jakości stalowy adapter do uchwytów wiertarskich i mieszadeł, wytrzymały i wszechstronnych",4A1/2-20UNF-M14,WERHE,0.55,agent
Adapter z 5/8 do m14,4A5/8-M14,,1.00,apilo
"Gwint adaptera WERHE® 5/8 na M14 - do mieszarek i betoniarek - pasuje do głowicy mieszającej M14 i mieszadeł 5/8""",4A5/8-M14,WERHE,0.90,agent
"WERHE® Adapter Gewinde 5/8 auf M14 - Für Rührgeräte und Beton Rührer - Passt zu Rührkorb m14 und Rührgeräte 5/8""",4A5/8-M14,WERHE,0.90,agent
Werhe® 10 tlg. SchnellwechselBolzen für Erdbohrer. Bohrerverschluss Sicherungsbolzen mit Splint. Hergestellt aus hochwertigem Federstahl Bolzen Passend für alle universell Erdbohrer,4ABolec10,WERHE,0.70,agent
Werhe® 5 tlg. SchnellwechselBolzen für Erdbohrer. Bohrerverschluss Sicherungsbolzen mit Splint. Hergestellt aus hochwertigem Federstahl Bolzen Passend für alle universell Erdbohrer,4ABolec5,WERHE,0.70,agent
Werhe® 5 tlg. Schnell FlügelBolzen für Erdbohrer. Bohrerverschluss Sicherungsbolzen mit Splint. Hergestellt aus hochwertigem Federstahl Bolzen Passend für alle universell Erdbohrer,4ABolecM5,WERHE,0.70,agent
Adapter Hex,4AHex,,1.00,apilo
HEX WERHE adapter do wiertnic ziemnych – sześciokątny adapter do wiertarek akumulatorowych – kompatybilny z wiertnicą ziemną 40–200 mm,4AHex,WERHE,0.90,agent
WERHE Adapter sześciokątny do wiertarek ziemnych – stalowy adapter sześciokątny do wiertarek akumulatorowych – kompatybilny z wiertarkami do otworów w ziemi 40-200 mm,4AHex,WERHE,0.90,agent
WERHE Profesjonalny otwór odpowiedni do wiertarki sześciokątnej akumulatorowa wkrętarka combi adapter biegunowy do wiertarki,4AHex,WERHE,0.85,agent
WERHE Professional Bore Suitable for Hex Drill Cordless Combi Drill Screwdriver Pole Adaptor for Drill,4AHex,WERHE,0.85,agent
WERHE Profi Adapter Shaft für Erdbohrer passend für Hex Bohrmaschine Akkubohrmaschine Akkuschrauber Pfahlbohrer,4AHex,WERHE,0.90,agent
"WERHE adapter do świdra ziemnego Hex, stal hartowana",4AHex,WERHE,0.90,agent
"WERKON adapter do świdra ziemnego, srebrny do wiertarki i świdra do słupków",4AHex,WERKON,0.45,agent
Adapter z HEX do 1.1/4,4AHex-1.1/4,,1.00,apilo
"WERHE® Adapter do diamentowych wierteł rdzeniowych - 1 1/4"" cala UNC na HEX - do wkrętarek akumulatorowych - dodatkowo z gwintem wewnętrznym 1/2˝ BSPP",4AHex-1.1/4,WERHE,0.90,agent
"WERHE® Adapter do diamentowych wierteł rdzeniowych - 1 1/4"" cala UNC na HEX - do wkrętarek akumulatorowych - dodatkowo z gwintem wewnętrznym 1/2˝ cala",4AHex-1.1/4,WERHE,0.90,agent
"WERHE® Adapter für Diamantbohrkrone Kernbohrkrone Kernbohrer - 1 1/4"" zoll UNC auf HEX - für akkuschrauber, bohrmashine mit einem Universal bohrfutter - Zusätzlich mit 1/2˝ zoll-Innengewinde",4AHex-1.1/4,WERHE,0.90,agent
"WERHE® adapter do wierteł diamentowych – 1 1/4"" UNC na HEX – do wkrętarek akumulatorowych i wiertarek z uchwytami uniwersalnymi – z gwintem wewnętrznym 1/2""",4AHex-1.1/4,WERHE,0.90,agent
"Adapter WERHE® HEX do gwintu wewnętrznego m14 - wytrzymały i stabilny, wykonany ze stali - pasuje do wszystkich wiertarek i wkrętarek akumulatorowych z uniwersalnym uchwytem wiertarskim",4AHex-M14wew,WERHE,0.55,agent
"WERHE® Adapter HEX auf m14 Innengewinde - robust und stabil, hergestellt aus Stahl - Passt auf alle Bohrmaschinen und Akkuschrauber mit einem Universal bohrfutter",4AHex-M14wew,WERHE,0.55,agent
Adapter HEX 8 mm na M14 Zewnętrzny,4AHex-M14zew,,1.00,apilo
"WERHE adapter M14 na chwycie sześciokątnym 8 mm, do wkrętarki, wiertarka",4AHex-M14zew,WERHE,0.55,agent
WERHE adapter M14 na chwycie sześciokątnym do wkrętarki i wiertarki,4AHex-M14zew,WERHE,0.50,agent
WERHE ® Profi Adapter 8 mm Schaft auf mit Aussen-Gewinde passend für Bohrmaschine Akkubohrmaschine,4AHex-M14zew,WERHE,0.65,agent
WERHE® Adapter M14 auf Sechskantschaft – Passend zum Akkuschrauber oder Bohrmaschine – für Diamant Lochsäge.,4AHex-M14zew,WERHE,0.70,agent
WERHE® Adapter M14 do trzpienia sześciokątnego - Odpowiedni do wkrętarki akumulatorowej lub wiertarki - do otwornicy diamentowej.,4AHex-M14zew,WERHE,0.70,agent
"Adapter WERHE® do obrotowych kluczy udarowych 1/2"" na 1/2-20UNF cala - Stosować we wszystkich uchwytach wiertarskich z gwintem wewnętrznym 1/2-20UNF.",4AK1/2-1/2-20UNF,WERHE,0.90,agent
"Adapter udar 1/2"" wewnętrzny do 1/2-20-UNF",4AK1/2-1/2-20UNF,,1.00,apilo
"WERHE® Adapter an Drehschlagschrauber 1/2"" auf 1/2-20UNF zoll - Verwendung in allen bohrfutter mit 1/2-20UNF Innengewinde",4AK1/2-1/2-20UNF,WERHE,0.90,agent
Adapter M14 + Zawleczka prosta,4AM14,unknown,0.70,agent
Adapter do Świdra M14 gwint męski,4AM14,,1.00,apilo
WERHE M14 adapter do świdra ziemnego,4AM14,WERHE,0.60,agent
"WERHE M14 adapter do świdra ziemnego, stal hartowana",4AM14,WERHE,0.60,agent
"WERHE adapter M14 do świdra ziemnego, stal hartowana",4AM14,WERHE,0.60,agent
"WERHE adapter M14 do świdra ziemnego, twarda stal, do mieszadeł i wiertarek",4AM14,WERHE,0.70,agent
"WERHE adapter M14 do świdrów ziemnych – Wytrzymały adapter do mieszadła ze stali hartowanej do wiertnic glebowych – Wszechstronne zastosowanie do ogrodzeń, słupków i drzew",4AM14,WERHE,0.75,agent
"WERHE® Adapter M14 do wiertarki ziemnej ze bolcem szybkomocującym, ADAPTER MIESZANIA M14 WIERTARKA DO GRUNTÓW, ŚRUBA, mieszadło do betonu",4AM14,WERHE,0.60,agent
"WERHE® Adapter M14 do wiertarki ziemnej, M14 ADAPTER, wiertarka ziemna, ślimak, mieszadło do betonu",4AM14,WERHE,0.80,agent
"WERHE® Adapter M14 do wiertła do gleby ze śrubą motylkową, ADAPTER do9 MIESZadła M14 WIERTARKA DO GRUNTÓW, ŚLIMAK, mieszadło do betonu",4AM14,WERHE,0.60,agent
"WERHE® Adapter M14 für Erdbohrer mit Schnell FlügelBolzen, M14 RÜHRWERKSADAPTER BODENBOHRMASCHINE, SCHNECKE, Betonrührer",4AM14,WERHE,0.60,agent
"WERHE® Adapter M14 für Erdbohrer mit SchnellwechselBolzen, M14 RÜHRWERKSADAPTER BODENBOHRMASCHINE, SCHNECKE, Betonrührer",4AM14,WERHE,0.60,agent
"WERHE® Adapter M14 für Erdbohrer, M14 RÜHRWERKSADAPTER BODENBOHRMASCHINE, SCHNECKE, Betonrührer",4AM14,WERHE,0.80,agent
WERHE®adapter M14 do świdrów ziemnych – adapter mieszający ze stali hartowanej,4AM14,WERHE,0.75,agent
"WERKON Adapter M14 für Erdbohrer, M14 RÜHRWERKSADAPTER, Rührgeräte, SCHNECKE",4AM14,WERKON,0.80,agent
"WERKON M14 adapter do ślimaków, M14 ADAPTER DO MIESZALNIKA, mieszadła, ŚLIMAK",4AM14,WERKON,0.80,agent
Adapter WERHE m14 do m22 - Do mieszadeł do zaprawy do wiercenia otworów piłą do betonu - ADAPTER SKOKOWY do wiertarek rdzeniowych z prętami łączącymi do murów z bloczków cementowych.,4AM14-M22,WERHE,0.60,agent
WERHE Adapter m14 auf m22 - Für Mörtelrührer zum Bohren mit der BetonLochsäge - RÜHRWERKSADAPTER für Kernbohrer mit Pleuelbohrern für Zementsteinmauer,4AM14-M22,WERHE,0.60,agent
WERHE adapter do mieszadła M14 na M22,4AM14-M22,WERHE,0.60,agent
WERHE® Adapter M14 auf 1/2-20UNF zoll - Verwendung in allen bohrfutter mit 1/2-20UNF Außengewinde,4AM14wew-1/2-20UNF,WERHE,0.50,agent
WERHE® Adapter M14 auf 1/2-20UNF zoll - für Winkelschleifer - Verwendung in allen bohrfutter mit 1/2-20UNF Außengewinde,4AM14wew-1/2-20UNF,WERHE,0.50,agent
WERHE® Adapter M14 na 1/2-20UNF cala - zastosowanie we wszystkich uchwytach wiertarskich z gwintem zewnętrznym 1/2-20UNF,4AM14wew-1/2-20UNF,WERHE,0.50,agent
Adapter do świdrów (20mm) - M14 Gwint Wewnętrzny,4AM14wew-WG,,1.00,apilo
"WERHE® Adapter M14 do świdra glebowego, gwint wewnętrzny M14, Wiertnica DO GLEBY, CIĘCIE, do maszyny polerującej",4AM14wew-WG,WERHE,0.80,agent
"WERHE® Adapter M14 für Erdbohrer, M14 Innengewinde, BODENBOHRMASCHINE, SCHNECKE, für Poliermaschine",4AM14wew-WG,WERHE,0.80,agent
"Adapter WERHE® 1 1/4"" UNC do tulei M16. Do wierteł rdzeniowych do otwornic do betonu, wiertła rdzeniowe do wierceń.",4AM16-1.1/4,WERHE,0.80,agent
Adapter z M16 do 1.1/4,4AM16-1.1/4,,1.00,apilo
"WERHE adapter M16 na 1 1/4 UNC z gwintem wewnętrznym 1/2"" – stal hartowana do wierteł diamentowych, wierteł i wiercenia na mokro w betonie i kamieniu",4AM16-1.1/4,WERHE,0.70,agent
"WERHE® Adapter 1 1/4"" UNC auf M16 Muffe. Für Kernbohrgerät zu betonlochsägen, Kernbohrmaschine zu Dosenbohrer.",4AM16-1.1/4,WERHE,0.80,agent
WERHE® Adapter do wiertła diamentowego wiertła rdzeniowego - 1 1/4 cala UNC na M16 - dodatkowo z gwintem wewnętrznym 1/2 BSPP,4AM16-1.1/4,WERHE,0.70,agent
WERHE® Adapter do wiertła diamentowego wiertła rdzeniowego - 1 1/4 cala UNC na M16 - dodatkowo z gwintem wewnętrznym 1/2 cala,4AM16-1.1/4,WERHE,0.70,agent
"WERHE® Adapter für Diamantbohrkrone Kernbohrkrone Kernbohrer - 1 1/4"" zoll UNC auf M16 - Zusätzlich mit 1/2˝ zoll-Innengewinde",4AM16-1.1/4,WERHE,0.70,agent
Adapter z M18 do 1.1/4,4AM18-1.1/4,,1.00,apilo
"WERHE adapter M18 na 1 1/4 cala UNC do koronek diamentowych, stal, 115 mm",4AM18-1.1/4,WERHE,0.65,agent
"WERHE® Adapter do wiertła diamentowego wiertła koronowego - 1 1/4"" cala UNC na M18 - dodatkowo z gwintem wewnętrznym 1/2"" cala",4AM18-1.1/4,WERHE,0.70,agent
"WERHE® Adapter do wiertła diamentowego wiertła koronowego - 1 1/4"" cala UNC na M18 - dodatkowo z gwintem wewnętrznym 1/2""BSPP cala",4AM18-1.1/4,WERHE,0.70,agent
"WERHE® Adapter für Diamantbohrkrone Kernbohrkrone Kernbohrer - 1 1/4"" zoll UNC auf M18 - Zusätzlich mit 1/2˝ zoll-Innengewinde",4AM18-1.1/4,WERHE,0.70,agent
"WERHE®adapter do wierteł diamentowych – gwint M18 na 1 1/4"" UNC i gwint wewnętrzny 1/2"" – solidne stalowe złącze do precyzyjnego wiercenia na mokro w betonie i kamieniu",4AM18-1.1/4,WERHE,0.70,agent
Adapter do świdra z 25mm do 20mm (makita),4AMakita,,1.00,apilo
"Adapter für den Übergang, geeignet für Ø25mm Makita/Hitachi-Bohrer mit Ø20mm Bohrerausgang",4AMakita,unknown,0.90,agent
Adapter Sds Max + zawleczka,4AMax,unknown,0.70,agent
Adapter do świdra SDS MAX,4AMax,,1.00,apilo
Profesjonalny adapter do wiertarki ziemnej pasujący do wiertarki SDS MAX wiertarki akumulatorowej młot udarowo-obrotowy wiertło do palu,4AMax,unknown,0.90,agent
Professional Adapter for Earth Drill Suitable for SDS MAX Drill Drills Drills Hammer Drill Pile Drills,4AMax,unknown,0.90,agent
Professional adapter for earth drill suitable for SDS MAX drill drills drills hammer drill pile drills,4AMax,unknown,0.90,agent
"WERHE Profesjonalny adapter do wiertnic ziemnych pasujący do wiertarki SDS MAX, wiertarki akumulatorowej, wiertarki udarowej, wiertarki palowej",4AMax,WERHE,0.90,agent
WERHE Profesjonalny adapter do świdrów pasujący do młotowiertarki SDS Max do wiercenia pali wiertarka akumulatorowa z Bolcem wykonany z wysokiej jakości stali sprężynowej,4AMax,WERHE,0.85,agent
WERHE Profesjonalny otwór odpowiedni do wiertarki udarowej SDS Max adapter do wiertarki udarowej do wiertarki biegunowej,4AMax,WERHE,0.70,agent
WERHE Professional Bore Suitable for SDS Max Hammer Drill Hammer Drill Adapter for Pole Drill,4AMax,WERHE,0.70,agent
WERHE Profi Adapter für Erdbohrer passend für SDS MAX Bohrmaschine Akkubohrmaschine Bohrhammer Pfahlbohrer,4AMax,WERHE,0.95,agent
WERHE Profi Adapter für Erdbohrer passend für SDS MAX Bohrmaschine Akkubohrmaschine Bohrhammer Pfahlbohrer – 69/65,4AMax,WERHE,0.90,agent
WERHE Profi Erdbohrer Adapter passend für SDS Max Bohrhammer Pfahlbohrer Akkubohrmaschine Mit Bolzen aus hochwertigem Federstahl,4AMax,WERHE,0.85,agent
WERHE Profi Erdbohrer Adapter passend für SDS Max Bohrhammer Pfahlbohrer Akkubohrmaschine Mit Schnell FlügelBolzen aus hochwertigem Federstahl,4AMax,WERHE,0.75,agent
"WERHE adapter SDS Max do wierteł ziemnych – łączy wiertarki z uchwytami SDS Max i wiertła ziemne WERHE (40-200 mm) – solidna konstrukcja stalowa, długość 140 mm",4AMax,WERHE,0.90,agent
"WERHE adapter do świdra ziemnego SDS Max, uchwyt 20 mm, stal",4AMax,WERHE,0.90,agent
WERHE profesjonalny adapter do świdrów odpowiedni do młotowiertarki SDS Max wiertarka do pali wiertarka akumulatorowa z szybką śrubą motylkową wykonany z wysokiej jakości stali sprężynowej,4AMax,WERHE,0.75,agent
Werkon Profi Adapter für Erdbohrer passend für SDS MAX Bohrmaschine Akkubohrmaschine Bohrhammer Pfahlbohrer,4AMax,WERKON,0.95,agent
Werkon Profi Adapter für Erdbohrer passend für SDS MAX Bohrmaschine Akkubohrmaschine Bohrhammer Pfahlbohrer – 73/71,4AMax,WERKON,0.90,agent
Adapter Sds Plus + Zawleczka,4APlus,unknown,0.70,agent
Adapter do świdra SDS PLUS,4APlus,,1.00,apilo
Professional Adapter for Earth Drill Suitable for SDS Plus Drill Battery Drill Electric Screwdriver Pile Driver,4APlus,unknown,0.90,agent
"WERHE Profesjonalny adapter SDS Plus do świdrów, do wiertarki",4APlus,WERHE,0.90,agent
WERHE Profesjonalny adapter do wierteł ziemnych – kompatybilny z SDS Plus – wytrzymały do ​​prac w ogrodzeniach i ogrodnictwie – szary,4APlus,WERHE,0.85,agent
WERHE Profi Adapter do wiertarki ziemnej odpowiedni do wiertarki SDS Plus Wiertarka akumulatorowa Wiertarka do pali z szybkozłączką wykonany z wysokiej jakości stali sprężynowej,4APlus,WERHE,0.75,agent
"WERHE Profi Adapter do wiertła glebowego pasuje do wiertarki SDS Plus Wiertarka akumulatorowa, Wiertło do pali. Wraz ze bolcem wykonaną z wysokiej jakości stali sprężynowej",4APlus,WERHE,0.85,agent
WERHE Profi Adapter für Erdbohrer passend für SDS Plus Bohrmaschine Akkubohrmaschine Akkuschrauber Pfahlbohrer,4APlus,WERHE,0.95,agent
WERHE Profi Adapter für Erdbohrer passend für SDS Plus Bohrmaschine Akkubohrmaschine Akkuschrauber Pfahlbohrer Mit Bolzen aus hochwertigem Federstahl,4APlus,WERHE,0.85,agent
WERHE Profi Adapter für Erdbohrer passend für SDS Plus Bohrmaschine Akkubohrmaschine Akkuschrauber Pfahlbohrer Mit Schnell FlügelBolzen aus hochwertigem Federstahl,4APlus,WERHE,0.75,agent
"WERHE adapter do świdra ziemnego SDS Plus, stal, do Bosch, Makita, Einhell",4APlus,WERHE,0.90,agent
"WERKON Profesjonalny adapter do wiertnic ziemnych, pasujący do wiertarki SDS Plus, wkrętarki akumulatorowej, wiertarki palowej",4APlus,WERKON,0.90,agent
WERKON Professional adapter for earth drill suitable for SDS Plus drill battery drill electric screwdriver pile driver,4APlus,WERKON,0.90,agent
"Werkon Profesjonalny adapter do wiertnic ziemnych pasujący do wiertarki SDS Plus wiertarki akumulatorowej, wkrętarki akumulatorowej, wiertarki palowej",4APlus,WERKON,0.90,agent
Werkon Profi Adapter für Erdbohrer passend für SDS Plus Bohrmaschine Akkubohrmaschine Akkuschrauber Pfahlbohrer,4APlus,WERKON,0.95,agent
Sprężyna Amortyzator sił skrętnych,4ASprezyna,,1.00,apilo
"WERHE sprężyna skrętna do świdra ręcznego, amortyzator ze siatki stalowej",4ASprezyna,WERHE,0.70,rule
"WERHE® Feder für Erdbohrer, Torsionsdämpfer für Erdbohrer.",4ASprezyna,WERHE,0.70,rule
"WERHE® Sprężyna do wiertnicy glebowej, amortyzator sił skrętnych do świdrów glebowych.",4ASprezyna,WERHE,0.70,rule
"Adapter do wiertnic ziemnych kompatybilny z wiertarkami pilarskimi Stihl BT 106 C, BT 120 C, BT 121, BT 130",4AStihl,unknown,0.85,agent
Adapter do świdra STIHL,4AStihl,,1.00,apilo
"Erdbohrer Adapter passend für Stihl BT 106 C, BT 120 C, BT 121, BT 130 Pfahlbohrer Erdbohrgerät",4AStihl,unknown,0.90,agent
"WERHE adapter do Stihl świder ziemny BT 106/120/121/130/131, stal, Ø 20 mm",4AStihl,WERHE,0.90,agent
"WERHE adapter do wierteł ziemnych STIHL BT 106 C, BT 120 C, BT 121, BT 130, BT 131 – Wysokiej jakości stal, uniwersalne zastosowanie",4AStihl,WERHE,0.90,agent
"WERHE ® Erdbohrer Adapter passend für Stihl BT 106 C, BT 120 C, BT 121, BT 130 BT 131 Pfahlbohrer Erdbohrgerät",4AStihl,WERHE,0.95,agent
"WERHE ® Erdbohrer Adapter passend für Stihl BT 106 C, BT 120 C, BT 121, BT 130 BT 131 Pfahlbohrer Erdbohrgerät…",4AStihl,WERHE,0.95,agent
WERHE ® Profesjonalny Adapter Śrubowy do Stihl BT 106 °C BT 120 °C BT 121 BT 130 BT 131 Wiertła Słupowego,4AStihl,WERHE,0.90,agent
WERHE ® Profesjonalny adapter ślimakowy do wiertarki Stihl BT 106°C BT 120°C BT 121 BT 130 BT 131 biegun,4AStihl,WERHE,0.90,agent
WERHE ® Profesjonalny adapter świder do Stihl BT 106°C BT 120°C BT 121 BT 130 BT 131 wiertło biegunowe,4AStihl,WERHE,0.90,agent
WERHE ® Professional Auger Adaptor for Stihl BT 106 °C BT 120 °C BT 121 BT 130 BT 131 Pole Drill,4AStihl,WERHE,0.95,agent
WERKON Profesjonalny adapter ślimakowy do wiertarki Stihl BT 106 BT 120 BT 121 BT 130 BT 131 biegun,4AStihl,WERKON,0.90,agent
Werkon Profesjonalny adapter ślimakowy do wiertarki Stihl BT 106 BT 120 BT 121 BT 130 BT 131 biegun,4AStihl,WERKON,0.90,agent
Werkon Professional Auger Adaptor for Stihl BT 106 BT 120 BT 121 BT 130 BT 131 Pole Drill,4AStihl,WERKON,0.95,agent
"WERHE Profesjonalny zestaw adapterów ślimakowych odpowiedni do wiertarki udarowej SDS Plus, a także do wiertarki akumulatorowej SDS Max z 2 szt.. Śruba wykonana z wysokiej jakości stali sprężynowej.",4AZest,WERHE,0.80,review
WERHE Profi Erdbohrer Adapter Set passend für SDS Plus Bohrhammer Pfahlbohrer und auch für SDS Max Akkubohrmaschine Mit 2tlg. Bolzen aus hochwertigem Federstahl,4AZest,WERHE,0.80,review
"WERHE zestaw adapterów do świdra ziemnego, SDS Plus/SDS Max młotowiertarka",4AZest,WERHE,0.80,review
"Zestaw Adapterów SDS Plus i SDS max , 2 bolce z zawleczką",4AZest,,0.80,review
Adapter SDS Max do 1.1/4,4Am-1.1/4,,1.00,apilo
Adapter WERHE® do wierteł diamentowych wiertło koronowe wiertło koronowe - 1 1/4 cala UNC na SDS Max - dodatkowo z gwintem wewnętrznym 1/2 BSPP,4Am-1.1/4,WERHE,0.90,agent
Adapter WERHE® do wierteł diamentowych wiertło koronowe wiertło koronowe - 1 1/4 cala UNC na SDS Max - dodatkowo z gwintem wewnętrznym 1/2 cala,4Am-1.1/4,WERHE,0.90,agent
"WERHE® Adapter für Diamantbohrkrone Kernbohrkrone Kernbohrer - 1 1/4"" zoll UNC auf SDS Max - Zusätzlich mit 1/2˝ zoll-Innengewinde",4Am-1.1/4,WERHE,0.90,agent
Adapter SDS Max do M14 wewnętrzny (żeński),4Am-M14wew,,1.00,apilo
WERHE Adapter SDS MAX auf M14I intern,4Am-M14wew,WERHE,0.95,agent
WERHE Adapter SDS MAX do M14I wewnętrzny,4Am-M14wew,WERHE,0.95,agent
WERHE Adapter SDS MAX to M14I Internal,4Am-M14wew,WERHE,0.95,agent
Adapter SDS Max do M14 Z Gwint Zewntętrzny (męski),4Am-M14zew,,1.00,apilo
WERHE Adapter SDS MAX auf M14e extern,4Am-M14zew,WERHE,0.95,agent
WERHE Adapter SDS MAX do M14e zewnętrzny,4Am-M14zew,WERHE,0.95,agent
Adapter Łącznik MAX do MAX,4Am-m,,1.00,apilo
"Max WERHE adapter SDS Max na SDS, przedłużka do wiertła 190 mm, ze stali",4Am-m,WERHE,0.75,agent
"WERHE ® Adapter SDS Max auf SDS Max aufnahme verbinder – robust und stabil, hergestellt aus Stahl – passend fur Bohrverlängerung, Bohrhämmer und werkzeuge mit SDS Max halterung",4Am-m,WERHE,0.85,agent
"WERHE ® Adapter SDS Max do złącza uchwytu SDS Max - wytrzymały i stabilny, wykonany ze stali - odpowiedni do przedłużaczy wiertarskich, młotów obrotowych i narzędzi z uchwytem SDS Max",4Am-m,WERHE,0.85,agent
WERHE® adapter SDS Max do SDS Max – Wytrzymały stalowy łącznik do przedłużek wiertniczych 190 mm,4Am-m,WERHE,0.80,agent
Adapter SDS Plus do 1.1/4,4Ap-1.1/4,,1.00,apilo
"Adapter WERHE® do diamentowych wierteł rdzeniowych Wiertło rdzeniowe - 1 1/4"" cala UNC do SDS Plus - dodatkowo z gwintem wewnętrznym 1/2˝ cala.",4Ap-1.1/4,WERHE,0.90,agent
"WERHE® Adapter do wierteł diamentowych SDS Plus na gwint 1 1/4"" UNC z gwintem 1/2"" – Wytrzymałe narzędzie do wiercenia",4Ap-1.1/4,WERHE,0.90,agent
"WERHE® Adapter für Diamantbohrkrone Kernbohrkrone Kernbohrer - 1 1/4"" zoll UNC auf SDS Plus - Zusätzlich mit 1/2˝ zoll-Innengewinde",4Ap-1.1/4,WERHE,0.90,agent
Adapter SDS PLUS do M14 wewnętrzny (żeński),4Ap-M14wew,,1.00,apilo
WERHE Profesjonalny adapter SDS Plus do M14 wewnętrzny,4Ap-M14wew,WERHE,0.95,agent
WERHE Profesjonalny adapter SDS Plus do wewnętrznego M14,4Ap-M14wew,WERHE,0.95,agent
WERHE Professional SDS Plus Adapter für M14 intern,4Ap-M14wew,WERHE,0.95,agent
"WERHE SDS Plus na M14 adapter, stal",4Ap-M14wew,WERHE,0.50,agent
WERHE adapter na SDS Plus M14 gwint wewnętrzny,4Ap-M14wew,WERHE,0.90,agent
Adapter SDS Plus do M14 Gwint Zewntętrzny (męski),4Ap-M14zew,,1.00,apilo
WERHE® Profesjonalny adapter SDS Plus do M14 do szczotki drucianej płyty trzymającej tarczę,4Ap-M14zew,WERHE,0.65,agent
WERHE® Professional SDS Plus auf M14 Adapter für Drahtbürsten Tellerhalterplatte,4Ap-M14zew,WERHE,0.65,agent
