name,lines,units,lines_WRO5,lines_XPO1,first_month,last_month,family,shank,L_est,fkey,skus,fc_dominant,purity,fc_last
Świder do Gleby 150D SDS PLUS,5,85.0,0,5,2026-07,2026-08,auger,sds_plus,800.0,auger|sds_plus,1ZWG150dp,XPO1,1.0,XPO1
"WERHE ® Profi – 1 x kamienny brzeszczot do piły szablastycznej – C 240 mm S1543HM najmocniejszy brzeszczot w lisie ogon – idealny do cięcia na ścianie w cegle, gazbetonie, drewnie – kompatybilny z Dewalt, piłami Bosch",6,84.0,6,0,2024-08,2025-08,other,,240.0,other,,WRO5,1.0,WRO5
"WERHE ® 13,5x30x257 Profesjonalny wbijak do gwoździ ziemnych Wbijak do słupów HEX Dłuto do rozbiórki Młot udarowy",8,84.0,8,0,2024-09,2026-04,driver_rod,hex,30.0,driver_rod|d13.5|l30|hex,,WRO5,1.0,WRO5
WERHE Wiertło do betonu SDS MAX 18 x 460 mm - wiertło do muru pasuje do wiertarki - wiertło udarowe do wiercenia w betonie i cegle - poczwórna krawędź tnąca z podwójną spiralą i końcówką z węglików,9,82.0,0,9,2025-02,2026-03,drill_bit,sds_max,460.0,drill_bit|d18|l460|sds_max|dbl,,XPO1,1.0,XPO1
WERHE ® Professional SDS Max wiertło do betonu 28 x 600 mm Wiertło udarowe Wiertło do muru Wiertło do betonu,11,82.0,0,11,2024-07,2026-03,drill_bit,sds_max,600.0,drill_bit|d28|l600|sds_max,,XPO1,1.0,XPO1
"WERHE ® Profesjonalny brzeszczot do piły szablastej do kamienia - C 455 mm S2243HM najmocniejszy brzeszczot do lisa – idealnie nadaje się do nacinania na ścianie w cegle, gazobetonie, drewnie –",6,80.0,6,0,2024-09,2025-07,blade_recip,,455.0,blade_recip|S2243HM,,WRO5,1.0,WRO5
"WERHE Świder glebowy do wiertarki 40 mm Ø, 220 mm długości - Świder ogrodowy do wkrętarki akumulatorowej do sadzenia, kwiatów i kopania dołków - Narzędzie do kopania w ogrodzie",6,80.0,6,0,2024-12,2026-04,auger,,220.0,auger|d40,,WRO5,1.0,WRO5
"WERKON adapter do świdra ziemnego, srebrny do wiertarki i świdra do słupków",2,80.0,2,0,2026-06,2026-06,adapter,,150.0,adapter,,WRO5,1.0,WRO5
WERHE ® Professional SDS Max zestaw szpicaków dłutowych 3 sztuki 18 20 50 x 600 mm szpicak do cięcia na zimno dysza płaska do młota wyburzeniowego,15,80.0,0,15,2024-09,2026-04,set_chisel,sds_max,600.0,set_chisel|sds_max|n50,,XPO1,1.0,XPO1
WERHE® SDS Max 85 mm – Do szybkiego wbijania palików Star-Pitch młotem wyburzeniowym – Wytrzymała konstrukcja ze stali chromowo-wanadowej,6,80.0,6,0,2026-04,2026-05,driver_rod,sds_max,150.0,driver_rod|sds_max,,WRO5,1.0,WRO5
"WERKON Profesjonalne wiertło do betonu SDS Plus 20 x 600 mm wiertło udarowe wiertło do kamienia, wiertło do betonu",9,79.0,0,9,2024-09,2026-05,drill_bit,sds_plus,600.0,drill_bit|d20|l600|sds_plus,,XPO1,1.0,XPO1
Świder do Gleby 40D SDS MAX,2,78.0,0,2,2026-07,2026-07,auger,sds_max,800.0,auger|sds_max,1ZWG40dm,XPO1,1.0,XPO1
"WERHE Świder glebowy do wiertarki 46 mm Ø, 370 mm długości - Świder ogrodowy do wkrętarki akumulatorowej do sadzenia, kwiatów i kopania dołków - Narzędzie do kopania w ogrodzie",8,78.0,8,0,2024-12,2026-04,auger,,370.0,auger|d46|l370,,WRO5,1.0,WRO5
"WERHE® Groszkownik SDS MAX 25 zębów dł. 300 mm, kwadrat 40 mm - Młoty nasadowe do młotowiertarek elektrycznych - Nasadki wyburzeniowe, do młotkowania betonu - Dłuto młotkowe",9,76.0,9,0,2025-03,2026-02,chisel_bush,sds_max,300.0,chisel_bush|d40|l300|sds_max,,WRO5,1.0,WRO5
"WERHE Zestaw świdrów ziemnych Ø40 mm, dł. 80 cm z adapterem SDS Plus – kompatybilny ze standardowymi wiertłami SDS Plus, idealny do budowy ogrodzeń i prac ogrodniczych.",2,75.0,0,2,2026-05,2026-05,adapter,sds_plus,800.0,adapter|d40|sds_plus,,XPO1,1.0,XPO1
"WERHE® Groszkownik SDS Plus 16 zębów dł. 140 mm, kwadrat 32 mm - Młoty nasadowe do młotowiertarek elektrycznych - Nasadki wyburzeniowe, do młotkowania betonu - Dłuto młotkowe",5,75.0,5,0,2025-02,2026-01,chisel_bush,sds_plus,140.0,chisel_bush|d140|sds_plus,,WRO5,1.0,WRO5
"WERKON Profesjonalne wiertło do betonu SDS Plus 14 x 600 mm, wiertło udarowe, wiertło do kamienia, wiertło do betonu",10,75.0,0,10,2024-06,2026-05,drill_bit,sds_plus,600.0,drill_bit|d14|l600|sds_plus,,XPO1,1.0,XPO1
WERHE® Adapter M14 do trzpienia sześciokątnego - Odpowiedni do wkrętarki akumulatorowej lub wiertarki - do otwornicy diamentowej.,7,74.0,7,0,2024-07,2026-03,adapter,hex,150.0,adapter|hex|m14,,WRO5,1.0,WRO5
"WERHE ® 16,5x35x257 Profesjonalny wzmocniony młot udarowy do wbijania gwoździ w ziemię SDS Max",14,74.0,14,0,2025-02,2026-05,driver_rod,sds_max,35.0,driver_rod|d16.5|l35|sds_max,,WRO5,1.0,WRO5
"WERHE świder ziemny 60 mm, 80 cm, adapter SDS Max",2,72.0,0,2,2026-06,2026-06,auger,sds_max,800.0,auger|d60|l800|sds_max,,XPO1,1.0,XPO1
"WERHE świder ziemny 80 mm Ø, 450 mm długości do wiertarki i wkrętarki akumulatorowej – świder ogrodowy do łatwego sadzenia kwiatów, krzewów i wykonywania otworów pod słupki ogrodzeniowe",3,72.0,3,0,2026-05,2026-05,auger,,450.0,auger|d80|l450,,WRO5,1.0,WRO5
WERHE Profesjonalny słupek przedłużający 400 mm wytrzymały,3,71.0,3,0,2024-06,2024-08,other,,400.0,other,,WRO5,1.0,WRO5
"WERHE pobijak do słupków SDS Max, Ø 85 mm, do Star Pickets",6,71.0,6,0,2026-06,2026-06,driver_pile,sds_max,150.0,driver_pile|d85|sds_max,,WRO5,1.0,WRO5
"Zestaw Adapterów SDS Plus i SDS max , 2 bolce z zawleczką",4,70.0,4,0,2026-07,2026-08,set_adapter,sds_max,150.0,set_adapter|sds_max|sds_plus|n3,,WRO5,1.0,WRO5
"Profesjonalna wiertarka WERHE®, świder do wiertarki Wytrzymała 150 mm - wiertło do pali wiertło precyzyjne wiertło precyzyjne - wiertło do świdra do ziemi",7,70.0,0,7,2024-07,2025-05,auger,,800.0,auger|d150,,XPO1,1.0,XPO1
"Pobijak 25,5mm SDS Max",3,70.0,3,0,2026-07,2026-08,driver_rod,sds_max,150.0,driver_rod|d25.5|sds_max,"6PO25,5m",WRO5,1.0,WRO5
Adapter MUFA 1.1/4 do 1/2,2,70.0,2,0,2026-07,2026-07,adapter,unc_1_1_4,150.0,adapter|unc_1_1_4,4A1.1/4-1/2,WRO5,1.0,WRO5
Świder Ogrodowy 50X450,2,70.0,0,2,2026-07,2026-08,auger,,450.0,auger|d50|l450,1Wo50x450,XPO1,1.0,XPO1
"WERHE świder ziemny 100 mm, SDS Plus uchwyt, wytrzymały grot do gruntu",3,70.0,0,3,2026-06,2026-06,auger,sds_plus,800.0,auger|d100|sds_plus,,XPO1,1.0,XPO1
WERKON Profesjonalne wiertło do betonu SDS Plus 25 x 460 mm wiertło do betonu,4,69.0,0,4,2024-06,2025-11,drill_bit,sds_plus,460.0,drill_bit|d25|l460|sds_plus,,XPO1,1.0,XPO1
"WERHE adapter M16 na 1 1/4 UNC z gwintem wewnętrznym 1/2"" – stal hartowana do wierteł diamentowych, wierteł i wiercenia na mokro w betonie i kamieniu",3,69.0,3,0,2026-02,2026-03,adapter,unc_1_1_4,150.0,adapter|unc_1_1_4,,WRO5,1.0,WRO5
WERHE Profesjonalne dłuto łopatkowe SDS HEX30 135 x 410 mm – Wytrzymałe dłuto do młotów wyburzeniowych – Beton i korzenie,4,68.0,0,4,2026-03,2026-04,chisel_flat,hex30,410.0,chisel_flat|d135|l410|hex30,,XPO1,1.0,XPO1
"WERHE Dłuto łopatkowe o szerokości 110 mm i długości 450 mm z uchwytem SDS-Max – do spulchniania i kopania w twardych glebach, ziemi, betonie i asfalcie – wykonane ze stali stopowej.",4,68.0,0,4,2026-03,2026-05,chisel_flat,sds_max,450.0,chisel_flat|d110|l450|sds_max,,XPO1,1.0,XPO1
WERHE Profi wiertło do wierteł gruntowych 100 mm wiertło runo dobrze wiertło precyzyjne wiertło podwójna helix węglik wolframu eco kolor,8,67.0,0,8,2024-06,2026-04,other,,800.0,other|dbl,,XPO1,1.0,XPO1
WERHE SDS Plus Profesjonalne wiertło do betonu 20 x 600 mm,6,66.0,0,6,2024-06,2025-11,drill_bit,sds_plus,600.0,drill_bit|d20|l600|sds_plus,,XPO1,1.0,XPO1
"WERHE Świder ziemny do wiertnicy ⌀200 mm, długość 80 cm - świder do studni, świder do sadzenia drzew, świder do odwiertów, świder do pali, świder do przepustów - z ostrzami z węglików spiekanych",7,66.0,0,7,2024-09,2026-04,auger,,800.0,auger|d200|l800,,XPO1,1.0,XPO1
"WERHE Wiertło do betonu SDS Plus, do wiertarki udarowej, 25 x 600 mm, do kamienia, poczwórna krawędź Quadro X",6,65.0,0,6,2024-07,2026-04,drill_bit,sds_plus,600.0,drill_bit|d25|l600|sds_plus,,XPO1,1.0,XPO1
"WERHE Zestaw 10 brzeszczotów do wyrzynarki Professional T744D 180 mm – Bardzo długie brzeszczoty do precyzyjnych cięć w drewnie, kompatybilne z wyrzynarkami BOSCH, METABO, MAKITA oraz z chwytem T.",3,65.0,3,0,2026-04,2026-05,blade_jigsaw,,180.0,blade_jigsaw|T744D|l180,,WRO5,1.0,WRO5
WERKON Wiertło do betonu 40 x 600 mm Profesjonalny SDS Plus do wiertarki udarowej,10,65.0,0,10,2024-06,2026-05,drill_bit,sds_plus,600.0,drill_bit|d40|l600|sds_plus,,XPO1,1.0,XPO1
WERKON Profesjonalne wiertło SDS Plus do betonu 12 x 600 mm wiertło udarowe wiertło do kamienia wiertło do betonu,4,65.0,0,4,2024-07,2025-09,drill_bit,sds_plus,600.0,drill_bit|d12|l600|sds_plus,,XPO1,1.0,XPO1
"WERHE® Groszkownik SDS Plus, 16 zębów, 140 mm – do obróbki betonu i kamienia",5,65.0,5,0,2026-03,2026-05,chisel_bush,sds_plus,140.0,chisel_bush|d140|sds_plus,,WRO5,1.0,WRO5
"UNF WERHE adapter M14 na 1/2 20, stal, do uchwytu wiertarskiego i mieszadeł",2,65.0,2,0,2026-06,2026-06,adapter,m14,150.0,adapter|m14|unf_1_2,,WRO5,1.0,WRO5
"Pobijak do uziomów 32,5mm SDS Plus",3,65.0,3,0,2026-07,2026-08,driver_rod,sds_plus,150.0,driver_rod|d32.5|sds_plus,"6PO32,5p",WRO5,1.0,WRO5
"WERHE adapter gwintowany 1 1/4 UNC na R 1/2 GSPP mufa, do wiertnicy",3,65.0,3,0,2026-06,2026-06,adapter,unc_1_1_4,150.0,adapter|unc_1_1_4,,WRO5,1.0,WRO5
"WERHE świder ziemny 80 mm Ø, 600 mm długości do wiertarki i wkrętarki akumulatorowej – świder ogrodowy do łatwego sadzenia kwiatów, krzewów i wykonywania otworów pod słupki ogrodzeniowe",3,64.0,0,3,2026-05,2026-05,auger,,600.0,auger|d80|l600,,XPO1,1.0,XPO1
Wiertarka do betonu WERHE ® Professional SDS PLUS 28 x 600 mm Wiertarka udarowa Wiertarka do kamienia Wiertarka do betonu,5,64.0,0,5,2025-02,2025-06,drill_bit,sds_plus,600.0,drill_bit|d28|l600|sds_plus,,XPO1,1.0,XPO1
Świder do Gleby 120D SDS Max,4,63.0,0,4,2026-08,2026-08,auger,sds_max,800.0,auger|sds_max,1ZWG120dm,XPO1,1.0,XPO1
"WERHE® Sprężyna do wiertnicy glebowej, amortyzator sił skrętnych do świdrów glebowych.",14,61.0,14,0,2025-02,2026-05,spring,,150.0,spring,,WRO5,1.0,WRO5
WERHE Wiertło do betonu SDS MAX 16 x 460 mm - wiertło do muru pasuje do wiertarki - wiertło udarowe do wiercenia w betonie i cegle - poczwórna krawędź tnąca z podwójną spiralą i końcówką z węglików,8,60.0,0,8,2025-02,2025-12,drill_bit,sds_max,460.0,drill_bit|d16|l460|sds_max|dbl,,XPO1,1.0,XPO1
"WERHE świder ziemny z SDS Max uchwyt, Ø 100 mm, długość 81 cm",2,60.0,0,2,2026-06,2026-06,auger,sds_max,810.0,auger|d100|l810|sds_max,,XPO1,1.0,XPO1
WERHE Dłuto SDS Plus 30 x 250 mm – Dłuto płaskie do kucia betonu i usuwania płytek – Solidne akcesorium do młotów udarowo-obrotowych i młotów wyburzeniowych,4,60.0,4,0,2026-02,2026-04,chisel_flat,sds_plus,250.0,chisel_flat|d30|l250|sds_plus,,WRO5,1.0,WRO5
WERKON SDS Max wiertło do betonu 25 x 600 mm wiertło udarowe wiertło do kamienia wiertło do betonu,8,60.0,0,8,2024-07,2026-04,drill_bit,sds_max,600.0,drill_bit|d25|l600|sds_max,,XPO1,1.0,XPO1
Świder do gleby 100D,3,60.0,0,3,2026-07,2026-08,auger,,800.0,auger,1WG100d,XPO1,1.0,XPO1
Adapter SDS Max do M14 wewnętrzny (żeński),3,60.0,3,0,2026-07,2026-08,adapter,sds_max,150.0,adapter|sds_max|m14,4Am-M14wew,WRO5,1.0,WRO5
"WERHE świder ziemny 60 mm Ø, 450 mm długości do wiertarki i wkrętarki akumulatorowej – świder ogrodowy do łatwego sadzenia kwiatów, krzewów i wykonywania otworów pod słupki ogrodzeniowe",2,60.0,0,2,2026-05,2026-05,auger,,450.0,auger|d60|l450,,XPO1,1.0,XPO1
WERHE świder ziemny podwójna spirala Ø100mm 80cm – świder do słupków z adapterem SDS Plus – solidny i precyzyjny,2,60.0,0,2,2026-05,2026-05,auger,sds_plus,800.0,auger|d100|sds_plus|dbl,,XPO1,1.0,XPO1
Adapter do świdra STIHL,3,60.0,3,0,2026-07,2026-08,adapter,,150.0,adapter,4AStihl,WRO5,1.0,WRO5
"WERHE® Groszkownik SDS Plus 16 zębów dł. 220 mm, kwadrat 36 mm - Młoty nasadowe do młotowiertarek elektrycznych - Nasadki wyburzeniowe, do młotkowania betonu - Dłuto młotkowe",7,60.0,7,0,2025-05,2025-11,chisel_bush,sds_plus,220.0,chisel_bush|d36|l220|sds_plus,,WRO5,1.0,WRO5
Przedłużka do świdra 200mm,2,60.0,2,0,2026-07,2026-08,extension,,200.0,extension|l200,5PR200,WRO5,1.0,WRO5
Przedłużka do świdra 800mm,3,60.0,0,3,2026-07,2026-08,extension,,800.0,extension|l800,5PR800,XPO1,1.0,XPO1
Nożyki T744D 2op,2,60.0,2,0,2026-07,2026-07,blade_jigsaw,,150.0,blade_jigsaw|T744D|n2,,WRO5,1.0,WRO5
Przedłużka 750mm SDS Max do SDS Max,4,59.0,0,4,2026-07,2026-08,extension,sds_max,750.0,extension|l750|sds_max,5PR750m-m,XPO1,1.0,XPO1
"WERHE Świder glebowy do wiertarki 60 mm Ø, 220 mm długości - Świder ogrodowy do wkrętarki akumulatorowej do sadzenia, kwiatów i kopania dołków - Narzędzie do kopania w ogrodzie",7,59.0,7,0,2024-12,2026-03,auger,,220.0,auger|d60,,WRO5,1.0,WRO5
"WERHE dłuto płaskie SDS Max 75 x 600 mm, dłuto szerokie do betonu i muru",5,58.0,0,5,2026-06,2026-06,chisel_flat,sds_max,600.0,chisel_flat|d75|l600|sds_max,,XPO1,1.0,XPO1
"WERHE profesjonalne wiertło do ziemi 120 mm, precyzyjne wiertło punktowe",4,58.0,0,4,2026-02,2026-04,auger,,800.0,auger|d120,,XPO1,1.0,XPO1
"WERHE dłuto łopatowe SDS Hex 30 mm, 135 x 410 mm, do betonu korzenie",2,58.0,0,2,2026-06,2026-06,chisel_flat,hex30,410.0,chisel_flat|d135|l410|hex30,,XPO1,1.0,XPO1
"WERHE świder ziemny 100 x 600 mm do wkrętarki i wiertarki, świder ogrodowy",3,57.0,0,3,2026-06,2026-06,auger,,600.0,auger|d100|l600,,XPO1,1.0,XPO1
"WERHE uchwyt typu T do świdra ziemnego, stal, długość 56 cm, uchwyt 20 mm",3,57.0,0,3,2026-06,2026-06,handle,shank20,560.0,handle|l560|shank20,,XPO1,1.0,XPO1
WERHE Profesjonalne wiertło SDS Plus do betonu 10 x 600 mm wiertło udarowe wiertło do kamienia wiertło do betonu,7,57.0,0,7,2025-04,2025-12,drill_bit,sds_plus,600.0,drill_bit|d10|l600|sds_plus,,XPO1,1.0,XPO1
"WERHE ® Profesjonalna – 5 x brzeszczoty do piły szablastej do drewna i gałęzi – C 240 mm S1531L bardzo długie – wysokiej jakości stal HCS – szybkie cięcie grubych warstw – kompatybilne z Bosch, Makita lisi ogon",8,57.0,8,0,2024-06,2025-10,blade_recip,,240.0,blade_recip|S1531L|l240|n5,,WRO5,1.0,WRO5
"WERHE świder ziemny 50 mm z adapter SDS Plus, długość 80 cm",2,56.0,0,2,2026-06,2026-06,auger,sds_plus,800.0,auger|d50|l800|sds_plus,,XPO1,1.0,XPO1
WERHE świder ziemny Ø 150 mm z adapter SDS Plus,2,56.0,0,2,2026-06,2026-06,auger,sds_plus,800.0,auger|d150|sds_plus,,XPO1,1.0,XPO1
Świder do gleby 150H,4,56.0,0,4,2026-07,2026-08,auger,,800.0,auger,1WG150h,XPO1,1.0,XPO1
WERHE® Bruzdownik Skrzydełkowy SDS MAX 60 x 300 mm - Dłuto kanałowe do młotowiertarki - Dłuto do kucia w cegle i betonie,9,56.0,9,0,2025-01,2026-05,chisel_gouge,sds_max,300.0,chisel_gouge|d60|l300|sds_max,,WRO5,1.0,WRO5
"WERHE ® Profi SDS Plus dłuto spiczaste, 400 mm młotek udarowy beton",6,56.0,0,6,2024-07,2025-11,chisel_flat,sds_plus,400.0,chisel_flat|l400|sds_plus,,XPO1,1.0,XPO1
Dłuto do betonu 75x600 Sds max,4,56.0,0,4,2026-07,2026-08,chisel_flat,sds_max,600.0,chisel_flat|d75|l600|sds_max,3DB75x600m,XPO1,1.0,XPO1
"WERHE świder ziemny Ø 60 mm, długość 80 cm, do wiertarki, węglik spiekany",2,56.0,0,2,2026-06,2026-06,auger,,800.0,auger|d60|l800,,XPO1,1.0,XPO1
"WERHE Profesjonalny brzeszczot do piły szablastej do kamienia - C 455 mm S2243HM najmocniejszy brzeszczot do lisa – idealnie nadaje się do nacinania na ścianie w cegle, gazobetonie, drewnie",3,55.0,3,0,2025-09,2026-05,blade_recip,,455.0,blade_recip|S2243HM,,WRO5,1.0,WRO5
WERHE ® Dłuto łopatkowe Professional HEX28 50 x 400 mm Uchwyt sześciokątny 28 mm do młota wyburzeniowego Dłuto płaskie płaskie,8,55.0,8,0,2024-10,2026-03,chisel_flat,hex28,400.0,chisel_flat|d50|l400|hex28,,WRO5,1.0,WRO5
Wbijak do pali 50x70x220mm HEX30,3,55.0,3,0,2026-07,2026-08,driver_pile,hex30,70.0,driver_pile|d50|l70|hex30,6PO50x220h30,WRO5,1.0,WRO5
WERHE ® Profesjonalne Wiertło do betonu SDS Max 30 x 600 mm Wiertarka udarowa Wiertarka do kamienia Wiertarka do betonu,9,54.0,0,9,2024-09,2026-04,drill_bit,sds_max,600.0,drill_bit|d30|l600|sds_max,,XPO1,1.0,XPO1
WERHE świder ziemny z podwójną spiralą 120 mm 80 cm z adapter do świdra do,4,54.0,0,4,2026-06,2026-06,auger,,800.0,auger|d120|l800|dbl,,XPO1,1.0,XPO1
WERKON Profesjonalne wiertło do betonu SDS Plus 18 x 600 mm wiertło udarowe wiertło do kamienia wiertło do betonu wiertło,5,54.0,0,5,2024-06,2026-04,drill_bit,sds_plus,600.0,drill_bit|d18|l600|sds_plus,,XPO1,1.0,XPO1
"WERHE® Professional HEX28 Ø13,5mm 22x260mm gwoździarka do wbijania gwoździ uziemiających Gwoździarka do wbijania gwoździ uziemiający - Młotek udarowy Gwoździarka do wbijania sztyftów",13,53.0,13,0,2024-09,2026-02,driver_rod,hex28,260.0,driver_rod|d13.5|l260|hex28,,WRO5,1.0,WRO5
"WERHE Uchwyt do świdra ziemnego – bardzo długi, 70 cm, do bezpiecznego wiercenia ręcznego – kompatybilny z mocowaniem 20 mm",3,53.0,0,3,2026-04,2026-05,other,,700.0,other,,XPO1,1.0,XPO1
"WERHE® Adapter M14 do świdra glebowego, gwint wewnętrzny M14, Wiertnica DO GLEBY, CIĘCIE, do maszyny polerującej",7,53.0,7,0,2024-08,2026-03,adapter,m14,150.0,adapter|m14,,WRO5,1.0,WRO5
WERHE® Bruzdownik Skrzydełkowy SDS PLUS 60 x 250 mm - Dłuto kanałowe do młotowiertarki - Dłuto do kucia w cegle i betonie,11,52.0,11,0,2025-01,2026-04,chisel_gouge,sds_plus,250.0,chisel_gouge|d60|l250|sds_plus,,WRO5,1.0,WRO5
"WERHE świder ziemny 40 mm SDS Max uchwyt, 80 cm",2,52.0,0,2,2026-06,2026-06,auger,sds_max,800.0,auger|d40|l800|sds_max,,XPO1,1.0,XPO1
"WERHE świder ziemny 60 mm Ø, 600 mm długości do wiertarki i wkrętarki akumulatorowej – świder ogrodowy do łatwego sadzenia kwiatów, krzewów i wykonywania otworów pod słupki ogrodzeniowe",2,51.0,0,2,2026-05,2026-05,auger,,600.0,auger|d60|l600,,XPO1,1.0,XPO1
WERHE® Bruzdownik Skrzydełkowy SDS PLUS 60 x 400 mm - Dłuto kanałowe do młotowiertarki - Dłuto do kucia w cegle i betonie,10,51.0,0,10,2025-01,2026-05,chisel_gouge,sds_plus,400.0,chisel_gouge|d60|l400|sds_plus,,XPO1,1.0,XPO1
Adapter Sds Plus + Zawleczka,3,50.0,3,0,2026-07,2026-08,adapter,sds_plus,150.0,adapter|sds_plus,,WRO5,1.0,WRO5
"Adapter WERHE® do obrotowych kluczy udarowych 1/2"" na 1/2-20UNF cala - Stosować we wszystkich uchwytach wiertarskich z gwintem wewnętrznym 1/2-20UNF.",5,50.0,5,0,2025-01,2026-04,adapter,unf_1_2,150.0,adapter|unf_1_2,,WRO5,1.0,WRO5
"Zestaw Dłut , Szpic , 25 , 50 x 600mm SDS PLUS",5,50.0,0,5,2026-07,2026-08,set_chisel,sds_plus,600.0,set_chisel|sds_plus|n50,,XPO1,1.0,XPO1
Wiertło do betonu 40x600mm sds plus,8,50.0,0,8,2026-07,2026-08,drill_bit,sds_plus,600.0,drill_bit|d40|l600|sds_plus,2WB40x600p,XPO1,1.0,XPO1
"Zestaw Dłut , Szpic , 25, 50 x 400mm SDS PLUS",4,50.0,4,0,2026-07,2026-08,set_chisel,sds_plus,400.0,set_chisel|sds_plus|n50,,WRO5,1.0,WRO5
WERHE brzeszczoty do wyrzynarki T744D 10-częściowy 180 mm,1,50.0,1,0,2026-06,2026-06,blade_jigsaw,,180.0,blade_jigsaw|T744D|l180,,WRO5,1.0,WRO5
"WERHE świder ziemny 60 mm, długość 600 mm, do wiertarki i wkrętarki",2,50.0,0,2,2026-06,2026-06,auger,,600.0,auger|d60|l600,,XPO1,1.0,XPO1
WERHE pobijak do uziomów do uziomów głębinowych SDS Max,3,50.0,3,0,2026-06,2026-06,driver_rod,sds_max,150.0,driver_rod|sds_max,,WRO5,1.0,WRO5
"WERHE sznurek murarski na szpuli Ø1,8 mm, długość 150 m z uchwytem – czerwony sznurek brukarski – pleciona polipropylenowa żyłka budowlana – odporna na sęki, rozdarcia i trwała",4,50.0,4,0,2026-02,2026-04,string,,150.0,string|d1.8,,WRO5,1.0,WRO5
"WERHE® Adapter redukcyjny 1/2"" UNC do 1/2"" UNC do wiertła rdzeniowego do otwornic do betonu. - Z otworem na płyn do wiercenia na mokro.",8,50.0,8,0,2024-06,2025-12,adapter,,150.0,adapter,,WRO5,1.0,WRO5
"WERHE ® Profesjonalne, 5 x drewniane brzeszczoty do wyrzynarki - C 152 mm T544D bardzo długie - szybkie cięcie grube warstwy - kompatybilne z wyrzynarkami Bosch, Metabo, Milwaukee, Makita",1,50.0,1,0,2024-07,2024-07,blade_jigsaw,,152.0,blade_jigsaw|T544D|l152|n5,,WRO5,1.0,WRO5
"WERHE adapter do świdra ziemnego SDS Plus, stal, do Bosch, Makita, Einhell",1,50.0,1,0,2026-06,2026-06,adapter,sds_plus,150.0,adapter|sds_plus,,WRO5,1.0,WRO5
"WERHE Świder glebowy do wiertarki 80 mm Ø, 350 mm długości - Świder ogrodowy do wkrętarki akumulatorowej do sadzenia, kwiatów i kopania dołków - Narzędzie do kopania w ogrodzie",7,50.0,7,0,2024-12,2026-04,auger,,350.0,auger|d80|l350,,WRO5,1.0,WRO5
Świder Ogrodowy 40X450,1,50.0,0,1,2026-07,2026-07,auger,,450.0,auger|d40|l450,1Wo40x450,XPO1,1.0,XPO1
"Gwoździarka 20,2mm SDS Plus",1,50.0,1,0,2026-07,2026-07,other,sds_plus,150.0,other|sds_plus,"6PO20,2pk",WRO5,1.0,WRO5
"WERHE ® 20,2x25x162 Professional Peg Driver Jack Hammer Picket Post Driver SDS Max",2,50.0,2,0,2024-07,2024-07,driver_pile,sds_max,25.0,driver_pile|d20.2|l25|sds_max,,WRO5,1.0,WRO5
Nożyki do wyrzynarki T344CB,2,50.0,2,0,2026-07,2026-08,blade_jigsaw,,150.0,blade_jigsaw|T344CB,7NT344CB,WRO5,1.0,WRO5
"WERHE zestaw dłut SDS Plus, 600 mm, 3-częściowy",5,50.0,0,5,2026-06,2026-06,set_chisel,sds_plus,600.0,set_chisel|sds_plus|n3,,XPO1,1.0,XPO1
WERHE M14 adapter do świdra ziemnego,1,50.0,1,0,2026-06,2026-06,adapter,m14,150.0,adapter|m14,,WRO5,1.0,WRO5
WERHE ® Profesjonalne wiertło SDS Plus do betonu 18 x 600 mm wiertło udarowe wiertło do kamienia wiertło do betonu,2,49.0,0,2,2024-10,2024-11,drill_bit,sds_plus,600.0,drill_bit|d18|l600|sds_plus,,XPO1,1.0,XPO1
WERHE świder ziemny 150 mm adapter SDS Max,1,49.0,0,1,2026-06,2026-06,auger,sds_max,800.0,auger|d150|sds_max,,XPO1,1.0,XPO1
Szypa SDS Max 110x460mm,5,49.0,0,5,2026-08,2026-08,other,sds_max,460.0,other|sds_max,3S110m,XPO1,1.0,XPO1
WERKON Profesjonalne wiertło do betonu SDS Plus 18 x 460 mm wiertło udarowe wiertło do kamienia wiertło do betonu wiertło,5,48.0,0,5,2024-07,2026-04,drill_bit,sds_plus,460.0,drill_bit|d18|l460|sds_plus,,XPO1,1.0,XPO1
WERHE Przedłużka M14 250 mm – do szlifierek kątowych i polerek – dociera do głębokich i trudno dostępnych miejsc – wykonana z hartowanej stali,2,48.0,2,0,2026-04,2026-05,extension,m14,250.0,extension|l250|m14,,WRO5,1.0,WRO5
"WERHE® 32,5x42x260 mm profesjonalny wkrętak do gwoździ szlifowanych do wbijania prętów do głębokiego uziemienia - młotek pneumatyczny wkrętarka słupkowa sześciokątna 30 mm",9,48.0,9,0,2024-07,2026-05,driver_rod,hex,42.0,driver_rod|d32.5|l42|hex,,WRO5,1.0,WRO5
"WERHE świder ziemny 40 mm z adapter Hex, świder do słupków",3,48.0,0,3,2026-06,2026-06,auger,hex,800.0,auger|d40|hex,,XPO1,1.0,XPO1
WERHE Adapter SDS MAX do M14e zewnętrzny,7,48.0,7,0,2024-07,2026-05,adapter,sds_max,150.0,adapter|sds_max,,WRO5,1.0,WRO5
WERHE profesjonalny zestaw dłut sześciokątnych SDS 3 sztuki 30 35 50 x 410 mm płaski czubek z zimną końcówką do młotka do rozbiórki,13,47.0,0,13,2024-09,2026-05,set_chisel,hex,410.0,set_chisel|hex|n50,,XPO1,1.0,XPO1
